被験者ID,問題ID,アルゴリズム,条件,設問,訪問回数,滞在ミリ秒,初回開始秒,最終終了秒,課題全体秒,理解度正誤,自己評価理解度,介入要請回数,介入ラベル有効,理解度ラベル有効,自己評価ラベル有効,脳波_TP9_θ,脳波_TP9_α,脳波_TP9_β,脳波_TP9_低γ,脳波_AF7_θ,脳波_AF7_α,脳波_AF7_β,脳波_AF7_低γ,脳波_AF8_θ,脳波_AF8_α,脳波_AF8_β,脳波_AF8_低γ,脳波_TP10_θ,脳波_TP10_α,脳波_TP10_β,脳波_TP10_低γ,脳波_TP9_θ相対,脳波_TP9_α相対,脳波_TP9_β相対,脳波_TP9_低γ相対,脳波_AF7_θ相対,脳波_AF7_α相対,脳波_AF7_β相対,脳波_AF7_低γ相対,脳波_AF8_θ相対,脳波_AF8_α相対,脳波_AF8_β相対,脳波_AF8_低γ相対,脳波_TP10_θ相対,脳波_TP10_α相対,脳波_TP10_β相対,脳波_TP10_低γ相対,脳波_TP9_総パワー,脳波_AF7_総パワー,脳波_AF8_総パワー,脳波_TP10_総パワー,脳波_θα比,脳波_前頭左右差α,脳波_サンプル数,脳波_品質,脳波_振幅超過率,脳波有効,心拍_平均HR,心拍_サンプル数,心拍_RR件数,心拍_RR平均ms,心拍_RMSSD,心拍_SDNN,心拍_pNN50,瞳孔_eye0_平均px,瞳孔_eye0_標準偏差px,瞳孔_eye0_件数,瞳孔_eye0_平均mm,瞳孔_eye1_平均px,瞳孔_eye1_標準偏差px,瞳孔_eye1_件数,瞳孔_eye1_平均mm,瞳孔_採用率,瞳孔_3d有効率,注視_回数毎秒,注視_平均時間ms,注視_時間割合,注視_件数,視線_サンプル数,視線_画面内率,視線_コード率,視線_設計書率,視線_往復回数毎秒,視線_ブロック遷移毎秒,視線_コード縦移動量毎秒,視線_コード縦分散,視線_B1率,視線_B2率,視線_B3率,視線_B4率,視線_B5率,視線_B6率
S04,pE,2進数への変換,学習用,Q6,1,14323,4076.473,4090.796,4090.796,,4,0,1,0,1,182.6571,30.0427,34.4303,19.051,28.2741,12.331,14.0234,11.4366,23.0003,10.0897,12.4844,10.7962,189.6434,32.459,38.4657,18.3484,0.6862,0.1129,0.1293,0.0716,0.428,0.1866,0.2123,0.1731,0.408,0.179,0.2215,0.1915,0.6799,0.1164,0.1379,0.0658,266.1811,66.065,56.3705,278.9165,4.9878,0.2006,3610.0,有効,0.0205,1.0,76.26,19.0,19.0,786.34,5.56,9.83,0.0,42.9986,5.4917,1656.0,2.1977,49.8569,4.4026,1697.0,2.6558,0.8819,0.4235,0.5585,307.32,0.1716,8.0,1803.0,0.7754,0.0544,0.9456,1.2989,0.433,0.4063,0.057562,0.0132,0.0263,0.1842,0.0263,0.3026,0.4474
S05,pD,エラトステネスのふるい,学習用,Q1,1,558987,0.001,558.988,2072.857,正解,5,1,1,1,1,294.4416,61.9714,52.7475,16.8513,180.4371,25.4048,36.8709,15.8449,209.1634,101.0873,95.3097,17.921,266.4263,56.5234,58.5831,21.6008,0.6912,0.1455,0.1238,0.0396,0.6979,0.0983,0.1426,0.0613,0.4939,0.2387,0.2251,0.0423,0.6609,0.1402,0.1453,0.0536,426.0117,258.5578,423.4814,403.1336,3.8797,-1.381,143117.0,有効,0.0162,1.0,85.49,664.0,626.0,702.61,7.43,30.68,0.0,38.0656,5.0815,59929.0,2.2905,44.0298,11.3716,44343.0,1.9249,0.6909,0.3027,0.2898,312.04,0.0904,162.0,75466.0,0.7148,0.36,0.64,4.5798,1.4401,1.3197,0.034924,0.029,0.1083,0.1961,0.2628,0.3206,0.0832
S05,pD,エラトステネスのふるい,学習用,Q2,1,378020,647.885,1025.905,2072.857,正解,5,0,1,1,1,217.8691,61.6555,53.6209,18.7904,357.7922,90.0356,149.9886,70.0017,257.6967,34.0768,55.6576,23.6872,193.1789,55.3751,59.9811,22.2857,0.6191,0.1752,0.1524,0.0534,0.5358,0.1348,0.2246,0.1048,0.6944,0.0918,0.15,0.0638,0.5839,0.1674,0.1813,0.0674,351.9359,667.8181,371.1183,330.8208,4.257,0.9716,96784.0,有効,0.0231,1.0,83.16,441.0,414.0,722.51,9.53,31.91,0.24,38.0172,5.4084,39056.0,2.1069,43.7885,11.584,28632.0,1.9014,0.6776,0.2982,0.2328,309.79,0.0721,88.0,49944.0,0.544,0.3061,0.6939,4.6378,1.2964,1.0598,0.040898,0.0184,0.043,0.1665,0.1623,0.396,0.2137
S05,pD,エラトステネスのふるい,学習用,Q3,1,377639,1070.759,1448.398,2072.857,正解,5,1,1,1,1,131.1052,34.6417,41.4929,12.8288,5068.1242,1160.1338,2820.3563,1204.4621,274.0428,55.4217,84.4737,33.954,133.9189,30.8187,46.8563,16.8003,0.5957,0.1574,0.1885,0.0583,0.4943,0.1131,0.2751,0.1175,0.6118,0.1237,0.1886,0.0758,0.5863,0.1349,0.2052,0.0736,220.0686,10253.0764,447.8922,228.3943,4.3771,3.0413,96687.0,振幅過大,0.4072,0.0,82.47,389.0,366.0,728.94,10.9,47.6,0.55,38.2214,5.358,38719.0,1.9944,46.3037,10.5812,30957.0,2.2547,0.6838,0.2999,0.2118,310.75,0.0658,80.0,50950.0,0.3996,0.3955,0.6045,4.7242,1.5227,1.0202,0.041375,0.0292,0.1089,0.263,0.1981,0.2906,0.1102
S05,pD,エラトステネスのふるい,学習用,Q4,1,147640,1488.852,1636.492,2072.857,正解,5,0,1,1,1,287.034,67.6241,58.5918,23.3002,9122.7251,2028.9492,6386.691,2571.8262,302.8413,77.9993,74.8678,32.3688,239.8255,55.4167,56.37,25.9558,0.6575,0.1549,0.1342,0.0534,0.4536,0.1009,0.3176,0.1279,0.6205,0.1598,0.1534,0.0663,0.6352,0.1468,0.1493,0.0687,436.55,20110.1916,488.0772,377.5679,4.463,3.2586,37801.0,振幅過大,0.7399,0.0,78.93,194.0,194.0,761.66,9.97,39.06,0.52,37.4872,3.7089,17848.0,1.7849,44.8611,7.7933,13146.0,1.8068,0.774,0.3696,0.4064,309.9,0.1259,60.0,20021.0,0.627,0.2367,0.7633,3.3463,1.0771,0.6797,0.039324,0.0259,0.0797,0.1117,0.1174,0.5188,0.1464
S05,pD,エラトステネスのふるい,学習用,Q5,1,284501,1672.927,1957.428,2072.857,正解,5,0,1,1,1,223.6858,44.8364,43.7275,14.9384,10782.9096,2870.1869,9862.1356,4055.0678,769.4136,109.2661,198.0484,87.0265,211.3832,42.1742,46.7249,16.7449,0.6837,0.137,0.1336,0.0457,0.3911,0.1041,0.3577,0.1471,0.6611,0.0939,0.1702,0.0748,0.6668,0.133,0.1474,0.0528,327.1881,27570.2999,1163.7546,317.027,3.9092,3.2683,72841.0,振幅過大,0.8907,0.0,81.43,386.0,386.0,737.78,9.88,31.88,1.04,36.9748,4.9157,31570.0,1.8561,42.5979,11.3911,22148.0,1.6302,0.6938,0.2971,0.2039,314.63,0.0641,58.0,38715.0,0.7976,0.2569,0.7431,4.8896,1.1881,0.8236,0.037312,0.0487,0.1596,0.2935,0.1687,0.2789,0.0507
S05,pD,エラトステネスのふるい,学習用,Q6,1,71917,2000.94,2072.857,2072.857,,5,0,1,0,1,405.6401,73.5498,59.8075,29.9682,10848.0938,3266.9164,9831.2036,4181.9145,1969.9773,386.5147,281.4644,81.065,392.2255,76.3191,66.7581,33.6581,0.7129,0.1293,0.1051,0.0527,0.3857,0.1161,0.3495,0.1487,0.7245,0.1422,0.1035,0.0298,0.6894,0.1341,0.1173,0.0592,568.9655,28128.1283,2719.0214,568.9608,3.58,2.1344,18413.0,振幅過大,0.9016,0.0,81.85,94.0,91.0,732.81,3.64,13.0,0.0,37.622,6.5977,7113.0,2.0625,43.9422,12.491,5782.0,1.4617,0.667,0.2857,0.3059,309.83,0.0948,22.0,9662.0,0.6737,0.2215,0.7785,5.1747,1.1268,0.7674,0.054551,0.0118,0.0846,0.19,0.1671,0.3058,0.2406
S05,pE,2進数への変換,学習用,Q1,1,853080,0.001,853.081,2162.016,不正解,5,2,1,1,1,327.745,59.3159,44.6106,13.5998,472.0709,54.8193,92.5703,32.4637,444.8931,54.5152,97.9626,33.1349,320.4287,55.1508,40.2635,13.6048,0.7361,0.1332,0.1002,0.0305,0.7241,0.0841,0.142,0.0498,0.7056,0.0865,0.1554,0.0526,0.7461,0.1284,0.0938,0.0317,445.2713,651.9242,630.5058,429.4478,6.9934,0.0056,218415.0,有効,0.0218,1.0,75.77,888.0,876.0,793.23,9.44,38.54,0.34,38.8799,4.9416,97326.0,2.4834,48.164,8.0303,88776.0,1.8699,0.7852,0.3662,0.347,308.7,0.1071,296.0,118221.0,0.4648,0.3276,0.6724,1.9471,0.9987,0.5479,0.045494,0.0534,0.0758,0.1467,0.1635,0.4507,0.1099
S05,pE,2進数への変換,学習用,Q2,1,297049,945.742,1242.791,2162.016,正解,5,0,1,1,1,248.6653,68.398,56.4103,19.9975,583.1407,105.7663,164.2581,43.7615,288.0137,68.3318,100.0742,34.4218,208.2268,59.1764,54.5625,21.1365,0.632,0.1738,0.1434,0.0508,0.6502,0.1179,0.1831,0.0488,0.5868,0.1392,0.2039,0.0701,0.6069,0.1725,0.159,0.0616,393.471,896.9265,490.8415,343.1021,4.4023,0.4369,76053.0,有効,0.0205,1.0,75.18,320.0,302.0,799.22,9.33,32.22,0.66,38.9167,4.5721,33463.0,2.4651,44.8705,8.3285,26809.0,1.6638,0.7515,0.3526,0.4141,309.21,0.128,123.0,40101.0,0.6975,0.2926,0.7074,2.5788,0.6599,0.4521,0.0258,0.0013,0.0034,0.1764,0.0569,0.6382,0.1237
S05,pE,2進数への変換,学習用,Q3,1,173502,1279.705,1453.207,2162.016,正解,5,0,1,1,1,199.2093,52.8228,62.3148,26.44,144.2732,16.9461,49.1966,20.6099,107.7773,16.6198,47.7746,20.158,275.6213,57.4007,67.2872,39.1089,0.5846,0.155,0.1829,0.0776,0.6245,0.0734,0.2129,0.0892,0.5604,0.0864,0.2484,0.1048,0.6272,0.1306,0.1531,0.089,340.7869,231.0258,192.3298,439.4182,5.0552,0.0194,44422.0,有効,0.0116,1.0,74.25,215.0,215.0,808.65,7.99,28.95,0.0,37.6612,3.3014,22422.0,2.4029,45.6652,5.4316,19976.0,1.7213,0.8811,0.431,0.6571,308.79,0.2029,114.0,24061.0,0.8069,0.302,0.698,2.2018,0.7262,0.4318,0.033428,0.0263,0.083,0.0946,0.1381,0.5878,0.0701
S05,pE,2進数への変換,学習用,Q4,1,114279,1482.982,1597.261,2162.016,正解,5,0,1,1,1,311.2734,59.3435,57.9159,18.7822,52.9601,12.7697,24.9901,9.5565,50.4131,13.2306,27.6935,12.0199,209.6987,47.8102,58.4462,21.51,0.6959,0.1327,0.1295,0.042,0.5281,0.1273,0.2492,0.0953,0.4878,0.128,0.2679,0.1163,0.6214,0.1417,0.1732,0.0637,447.3151,100.2765,103.3571,337.4652,4.6889,-0.0355,29258.0,有効,0.0191,1.0,71.52,135.0,135.0,843.5,14.55,65.16,2.24,37.2601,4.0284,14162.0,2.4547,45.2713,7.1264,12044.0,1.5759,0.8224,0.3911,0.42,308.4,0.1295,48.0,15801.0,0.7941,0.2402,0.7598,2.5553,0.8926,0.466,0.032059,0.0033,0.0617,0.2893,0.133,0.4463,0.0664
S05,pE,2進数への変換,学習用,Q5,1,201146,1741.371,1942.517,2162.016,正解,5,0,1,1,1,277.928,54.2723,43.8132,15.7572,174.896,35.2481,20.4247,7.8437,361.7647,64.4918,111.8966,43.4521,265.5636,50.5547,37.348,13.9814,0.7094,0.1385,0.1118,0.0402,0.7336,0.1478,0.0857,0.0329,0.622,0.1109,0.1924,0.0747,0.7227,0.1376,0.1016,0.0381,391.7706,238.4125,581.6051,367.4477,5.2802,-0.6041,51499.0,有効,0.0132,1.0,72.61,238.0,236.0,826.78,9.14,29.01,0.0,38.1191,5.8143,23434.0,2.4658,46.5816,10.0816,19876.0,1.5048,0.7663,0.3505,0.2337,308.82,0.0722,47.0,28222.0,0.7653,0.382,0.618,3.7191,1.0988,0.7732,0.026474,0.0116,0.0778,0.0875,0.3173,0.447,0.0587
S05,pE,2進数への変換,学習用,Q6,1,171931,1990.085,2162.016,2162.016,,5,0,1,0,1,376.1076,84.9222,85.8125,38.1631,575.0495,88.8304,187.1097,48.328,644.7434,76.9624,111.3169,51.2677,357.8599,81.4742,85.7637,39.993,0.6429,0.1452,0.1467,0.0652,0.6394,0.0988,0.2081,0.0537,0.7291,0.087,0.1259,0.058,0.6333,0.1442,0.1518,0.0708,585.0054,899.3175,884.2903,565.0907,5.8815,0.1434,44020.0,有効,0.0263,1.0,71.79,180.0,172.0,835.84,9.54,24.56,0.0,40.0743,6.2959,17103.0,2.9122,47.1919,10.1459,15320.0,1.9494,0.7118,0.3256,0.4246,310.43,0.1318,73.0,22772.0,0.5624,0.2318,0.7682,1.586,0.6414,0.4008,0.03396,0.0216,0.1105,0.0603,0.0532,0.6723,0.0822
S06,pD,エラトステネスのふるい,学習用,Q1,1,458928,0.002,458.93,1510.611,正解,2,1,1,1,1,422.1809,104.8945,138.8974,28.0115,33.5043,8.3442,23.5586,10.2918,18.2275,6.6757,36.2505,15.0113,92.609,32.0885,68.3709,24.5639,0.6083,0.1511,0.2001,0.0404,0.4426,0.1102,0.3112,0.136,0.2393,0.0876,0.4759,0.1971,0.4255,0.1474,0.3142,0.1129,693.9844,75.699,76.165,217.6323,3.727,0.2231,117499.0,振幅過大,0.5244,0.0,56.65,432.0,431.0,1060.14,14.63,40.71,1.16,57.145,4.6205,67795.0,3.457,65.1946,6.5151,67876.0,3.3637,0.9741,0.487,0.8738,308.69,0.2697,401.0,69444.0,0.8896,0.2383,0.7617,0.2789,0.2767,0.1386,0.027524,0.0352,0.1343,0.3481,0.198,0.2709,0.0136
S06,pD,エラトステネスのふるい,学習用,Q2,1,188758,564.973,753.731,1510.611,不正解,2,0,1,1,1,142.7807,45.463,67.1232,19.0117,30.2998,4.8542,16.0298,6.1636,12.5519,4.4122,34.6039,14.1499,88.4478,34.2785,71.4131,22.7187,0.5204,0.1657,0.2446,0.0693,0.5284,0.0846,0.2795,0.1075,0.191,0.0671,0.5266,0.2153,0.4079,0.1581,0.3293,0.1048,274.3786,57.3475,65.7179,216.858,3.0793,0.0955,48328.0,振幅過大,0.1105,0.0,59.78,188.0,188.0,1005.66,12.25,46.63,0.53,58.8822,4.7597,28361.0,3.7055,66.7913,5.4376,27184.0,3.3984,0.9658,0.4831,0.0477,304.19,0.0145,9.0,28755.0,0.8368,0.471,0.529,1.8861,0.4609,1.2653,0.019574,0.0246,0.0281,0.1749,0.1908,0.5697,0.012
S06,pD,エラトステネスのふるい,学習用,Q3,1,270591,822.685,1093.276,1510.611,不正解,2,0,1,1,1,150.2548,42.3964,117.7246,42.3292,82.1142,13.2973,51.9252,19.7837,9.8971,5.1949,55.8695,23.336,94.7188,35.371,106.8011,35.7926,0.426,0.1202,0.3338,0.12,0.4913,0.0796,0.3107,0.1184,0.105,0.0551,0.5925,0.2475,0.3474,0.1297,0.3917,0.1313,352.705,167.1203,94.2974,272.6834,3.5008,0.9399,69279.0,振幅過大,0.3363,0.0,57.62,259.0,259.0,1043.5,14.19,51.58,0.78,55.1664,4.4975,39121.0,3.3497,64.8935,6.66,40127.0,3.1305,0.9512,0.4753,0.0296,307.82,0.0091,8.0,41655.0,0.9335,0.4331,0.5669,4.2132,0.4989,1.7277,0.024173,0.032,0.1635,0.4339,0.1452,0.2106,0.0148
S06,pD,エラトステネスのふるい,学習用,Q4,1,148269,1114.948,1263.217,1510.611,不正解,2,0,1,1,1,140.2914,42.8273,87.2684,26.8345,40.3826,8.1951,39.2884,14.4354,13.9357,7.0398,56.6239,23.5633,120.1912,41.4803,97.147,30.2852,0.472,0.1441,0.2936,0.0903,0.3947,0.0801,0.384,0.1411,0.1378,0.0696,0.5597,0.2329,0.4157,0.1435,0.336,0.1048,297.2216,102.3015,101.1627,289.1037,3.1625,0.152,37961.0,振幅過大,0.2742,0.0,56.97,122.0,110.0,1056.96,15.73,44.89,0.92,55.8818,5.2146,21966.0,3.3019,63.9476,7.1047,20275.0,2.9929,0.9394,0.4683,0.054,300.76,0.0162,8.0,22482.0,0.875,0.4538,0.5462,4.3706,0.7082,1.4156,0.015812,0.0007,0.0462,0.1583,0.2701,0.5073,0.0175
S06,pD,エラトステネスのふるい,学習用,Q5,1,167090,1281.474,1448.564,1510.611,不正解,2,0,1,1,1,104.8334,34.6776,68.8166,21.6397,22.7361,6.911,39.1798,15.242,12.6723,5.6213,56.0751,22.5453,95.065,33.6225,79.1608,25.6409,0.4559,0.1508,0.2992,0.0941,0.2704,0.0822,0.466,0.1813,0.1308,0.058,0.5786,0.2326,0.4071,0.144,0.339,0.1098,229.9673,84.0689,96.914,233.4893,2.911,0.2066,42780.0,振幅過大,0.2013,0.0,56.84,118.0,111.0,1058.32,14.65,42.87,1.82,54.4829,5.1293,24762.0,3.4938,61.9334,7.1456,23377.0,3.2852,0.9539,0.4763,0.0838,305.62,0.0256,14.0,25220.0,0.8686,0.3807,0.6193,3.5676,0.6345,1.2948,0.02329,0.0235,0.135,0.3313,0.2343,0.2666,0.0094
S06,pD,エラトステネスのふるい,学習用,Q6,1,29382,1481.228,1510.61,1510.611,,2,0,1,0,1,82.1751,27.6081,64.3093,19.1555,9.7061,4.8377,34.6183,12.524,7.3047,4.0327,44.6541,18.2636,87.7986,28.823,70.9782,21.5613,0.4252,0.1429,0.3328,0.0991,0.1573,0.0784,0.5612,0.203,0.0984,0.0543,0.6014,0.246,0.4198,0.1378,0.3393,0.1031,193.2479,61.6861,74.2551,209.1611,2.8634,0.182,7516.0,有効,0.0331,1.0,51.4,25.0,25.0,1167.93,11.24,19.14,0.0,54.0326,5.0448,4276.0,3.4722,61.0995,5.7173,4148.0,3.0307,0.9734,0.4868,,,,0.0,4317.0,0.8175,0.0088,0.9912,0.8299,0.0,0.026,0.004746,0.0,0.0,0.0,0.6774,0.2903,0.0323
S06,pE,2進数への変換,学習用,Q1,1,288289,0.002,288.291,1232.174,正解,2,0,1,1,1,83.4846,24.2808,39.1804,12.1877,29.722,5.6022,24.7823,9.0629,12.0828,5.1569,34.422,15.2884,71.2825,22.2069,46.0547,14.6986,0.5246,0.1526,0.2462,0.0766,0.4297,0.081,0.3583,0.131,0.1805,0.077,0.5141,0.2284,0.4621,0.144,0.2986,0.0953,159.1335,69.1695,66.95,154.2427,3.4338,0.0828,73811.0,有効,0.0027,1.0,54.15,260.0,260.0,1109.68,17.51,53.26,1.93,56.5207,4.0774,43406.0,3.3885,64.1603,5.9836,39807.0,3.2464,0.9503,0.4745,0.0624,304.38,0.019,18.0,43782.0,0.956,0.5072,0.4928,3.6978,1.4777,2.3956,0.022141,0.0205,0.1044,0.1889,0.2384,0.4391,0.0086
S06,pE,2進数への変換,学習用,Q2,1,154778,377.157,531.935,1232.174,不正解,2,0,1,1,1,100.4855,33.1849,40.4033,11.3897,71.5197,19.2893,39.7431,12.5117,18.1106,7.0431,44.9484,16.9199,80.0548,28.5745,48.168,14.6019,0.5418,0.1789,0.2179,0.0614,0.4999,0.1348,0.2778,0.0875,0.2081,0.0809,0.5165,0.1944,0.4671,0.1667,0.281,0.0852,185.4634,143.0637,87.0219,171.3991,3.0669,1.0075,39628.0,有効,0.026,1.0,56.19,144.0,144.0,1072.59,16.0,72.23,0.0,56.9088,4.5363,23089.0,3.3312,63.8351,6.3179,21422.0,3.0118,0.9578,0.4768,0.1938,304.43,0.059,30.0,23236.0,0.7562,0.3609,0.6391,5.5566,0.6913,0.9569,0.013041,0.0009,0.0199,0.2187,0.2683,0.4824,0.0098
S06,pE,2進数への変換,学習用,Q3,1,147715,563.243,710.958,1232.174,正解,2,0,1,1,1,78.6355,25.694,35.118,11.8117,29.3363,13.5187,34.8338,11.1149,12.0521,5.5043,48.4062,19.4966,67.1477,24.2179,43.2094,14.2769,0.5199,0.1699,0.2322,0.0781,0.3303,0.1522,0.3923,0.1252,0.141,0.0644,0.5664,0.2281,0.4511,0.1627,0.2903,0.0959,151.2592,88.8037,85.4591,148.852,2.7152,0.8985,37819.0,有効,0.0081,1.0,57.31,141.0,141.0,1049.31,13.89,51.44,0.0,54.0148,3.763,22327.0,3.0013,61.2991,5.4189,21463.0,3.1268,0.9669,0.4833,0.1625,303.58,0.0493,24.0,22644.0,0.8901,0.4021,0.5979,4.2652,0.8463,1.6468,0.025069,0.0143,0.1306,0.1957,0.2241,0.4239,0.0115
S06,pE,2進数への変換,学習用,Q4,1,71251,769.579,840.83,1232.174,不正解,2,0,1,1,1,119.5986,30.617,31.6274,9.4837,46.1918,13.5227,32.0076,10.9438,14.3959,6.2173,45.8591,18.3358,89.3339,23.8171,38.2119,11.7588,0.6251,0.16,0.1653,0.0496,0.4499,0.1317,0.3118,0.1066,0.1697,0.0733,0.5407,0.2162,0.5477,0.146,0.2343,0.0721,191.3267,102.666,84.8081,163.1217,3.6336,0.777,18243.0,有効,0.0096,1.0,57.28,68.0,68.0,1047.78,10.47,23.21,0.0,52.2664,2.8176,10425.0,2.8417,59.4196,4.2449,10146.0,2.9901,0.9696,0.4855,0.1825,301.63,0.055,13.0,10608.0,0.8952,0.304,0.696,5.4178,1.0948,1.6489,0.029733,0.0225,0.1271,0.1742,0.3124,0.3183,0.0454
S06,pE,2進数への変換,学習用,Q5,1,276990,906.687,1183.677,1232.174,不正解,2,0,1,1,1,70.2681,20.7399,26.8374,7.1748,40.9988,19.9778,31.2242,11.1798,16.0505,5.637,41.8059,17.9292,74.0574,22.1783,32.988,9.738,0.5621,0.1659,0.2147,0.0574,0.3966,0.1932,0.302,0.1081,0.1971,0.0692,0.5134,0.2202,0.5329,0.1596,0.2374,0.0701,125.0202,103.3806,81.4226,138.9617,2.9384,1.2653,70918.0,有効,0.0176,1.0,56.76,262.0,262.0,1058.77,12.64,48.39,0.0,52.8651,4.2507,39970.0,2.756,59.6589,6.3763,38475.0,2.8887,0.9496,0.473,0.4549,304.95,0.1387,126.0,41305.0,0.9474,0.3866,0.6134,3.8563,1.0544,1.4494,0.02002,0.0079,0.1004,0.1152,0.3582,0.4,0.0184
S06,pE,2進数への変換,学習用,Q6,1,13827,1218.346,1232.173,1232.174,,2,0,1,0,1,68.9745,26.1487,44.6513,12.6313,64.0392,22.257,48.9297,13.8828,15.8165,8.5407,42.4183,16.8561,52.8486,24.311,53.3691,13.9422,0.4526,0.1716,0.293,0.0829,0.4295,0.1493,0.3281,0.0931,0.1891,0.1021,0.5072,0.2016,0.3658,0.1683,0.3694,0.0965,152.4058,149.1087,83.6315,144.471,2.482,0.9578,3441.0,有効,0.0892,1.0,54.0,12.0,12.0,1110.35,0.0,0.0,0.0,55.8133,5.0573,2032.0,2.6987,61.9354,5.2168,1895.0,3.0849,0.9725,0.4869,0.217,301.38,0.0654,3.0,2009.0,0.7113,0.0357,0.9643,2.3652,0.2217,0.1346,0.005784,0.0,0.0,0.0,0.5098,0.4706,0.0196
